Original	Translation
38ee878f68d54bb4	"Participe da Arena 5v5 para fazer amigos através das artes marciais. Neste modo competitivo 5v5, os jogadores podem formar equipes de cinco para participar de batalhas estratégicas.\nA Arena 5v5 está aberta toda sexta a domingo, com entrada disponível das 19:45 às 20:00. Certifique-se de participar no horário. Uma vez que a partida começa, até quatro equipes com pontos de classificação semelhantes serão agrupadas em um chaveamento round-robin. Cada grupo jogará três partidas, com cada partida usando um formato melhor de três. Equipes que vencerem uma partida ganharão pontos de temporada e Pontos de Atividade.\n\nNeste modo, os efeitos de cura são reduzidos em 70%. Após certo tempo em batalha, os jogadores causarão dano aumentado enquanto a eficácia da cura é ainda mais reduzida. Usar a habilidade ""Deflexão"" consome Resistência, mas executar com sucesso um golpe final a restaura.\n\nA maioria das habilidades dos jogadores pode ser contra-atacada usando ""Deflexão"". No entanto, Artes Místicas Perfurantes não podem ser bloqueadas desta forma e são especialmente eficazes contra alvos defensivos ou aqueles usando ""Deflexão""—embora possam ser interrompidas por qualquer habilidade.\n\nVárias habilidades dos jogadores (incluindo Artes Místicas e Habilidades Carregadas) podem interromper ataques leves e pesados, mas não o contrário.\n\nDominar habilidades de remoção de controle de grupo pode virar o jogo quando em desvantagem."
3fa8b8c16f278ab6	Inimigos que treinaram técnicas de Camisa de Ferro são impenetráveis a lâminas e possuem um bloqueio de Qi especial, que pode ser quebrado com a arte mística, #Y[Toque nos Meridianos]#E.
c421c24e5f2692d7	Osso Quebrado
0ae0b32be57a534a	Quando o papai vai melhorar?
becad9223f138483	"Desbloqueia o título de herói ""Favorito da Fortuna""."
3437250c2a83bcca	Iniciar Desejo (%d/%d)
f7b02a5598411cf6	Dominador
f7c86312d9903965	Aumenta Fisioterapia em #G9.6%#E, expira no final do turno.
324aa4d936679366	Prezado Andarilho,\n\nVocê alcançou a meta de [Assistir 150 minutos] no evento de Twitch Drops! Anexadas estão suas recompensas. Por favor, aceite-as assim que possível.
271d7b1859f977aa	Procurando comprar o Diagrama do Navio de Guerra dos Cinco Fang. Por favor, venha ao Salão da Farra dos Fantasmas no terceiro quarto da hora antes da meia-noite do dia 15 de julho lunar, se estiver interessado. Use uma ameixa vermelha como seu sinal.
46901b443c4bd731	Pista revelada: #NZhou E'huang está agora no quinto andar do Salão da Folia#E
10d004a98313ce55	Resgatável na Loja da Seita
f6efb0fdd434e511	Arte Interna
fdd34497e0acd1ed	"A primeira página de #YThe Scoop#E de hoje: ""O Verdadeiro Amor do Sr. Li Revelado."" Você perdeu?"
c854df030708d5e0	O Selo dos Quatro Mares apareceu, e os exércitos se unem sob uma única lâmina. Outrora a maior travessia do sinuoso Rio Amarelo, o poder do rio diminuiu quando o Mestre do Rio recuou para o norte, para os Khitan. Esta noite, trovões e tempestades rugem como se nenhum ano tivesse passado. Mas as dívidas de sangue derramado ontem — alguém as pagará hoje?
ebc92d994f803cc2	Opa agora, você ficou tagarelando todo tipo de bobagem! Mas acho que tenho que ser o homem maior.
b7815691dcff3493	Está brincando? Meu amigo Wang foi morto! A menos que... o próprio Mestre do Rio apareça...
04edcab401742270	"O ""Tesouro de Madeira Nebulosa"" encharcado de sangue, as Marionetes do Pesadelo que assombravam seu caminho..."
cac980026dd0995b	Pavilhão do Vento Leste
53395f9837aa4ccf	Você não conseguirá vê-lo a esta hora de qualquer maneira.
491e2ea3dd0b1d7a	Mestre do Secto do Pico Solitário
59ab70225762b47a	Ruan Seses parece mais resoluta do que nunca.
7102a90f19540000	Obter material de aprimoramento para arte mística: Grande Evasão
2ee33760da7a8343	Fratura óssea e lesão articular, tipicamente causadas por trauma, esmagamento ou quedas, resultando em inchaço, dor, perda parcial ou completa da função do membro, deformidade ou mobilidade anormal.
a74fbcd1fd80d6cb	Bebida do Submundo
64c5e96de4508929	Vê ali? o Posto Huaixin...
65f2ba353fdc57b6	Gera um sintoma crítico! Se não for resolvido, danificará gravemente a Vitalidade do médico após um período de tempo.
d291c2c744fcbcae	Vitalidade é necessária para lançar Artes Místicas. Certas ações de recuperação têm uma chance de #Y100%#E de conceder #Y1#E de Vitalidade bônus.
750170898e840bed	"O primeiro jogador pode escolher qualquer combinação de cartas e deve #Ydeclarar o número jogado#E, por exemplo, ""Dois Três"".\nAo declarar, os jogadores podem #Gblefar#E com um número #Gdiferente#E ou #Gdizer a verdade#E para #Gevitar serem questionados#E."
d0f6e779b8c0ea3a	Dano Específico Recebido
bec589f73264e8c9	Arte Mística - Emboscada Umbral
fcd247d8a9d3b04c	Desbloqueia após completar Contos Andarilhos: O Segredo do Rei do Jogo
cc04d1c93c520c29	Ativar
97f6015749e21e6d	Causa #G110%#E de dano e aumenta a Defesa de Língua Afiada em #G20%#E, acumulando até #G6#E vezes.
738d5938c1cbdeef	Causa dano pesado de PV a inimigos Exaustos.
a3e75451ed41a662	"O Domador de Cavalos entra em pânico, claramente não é o cérebro por trás de tudo. \nAntes que você possa interrogá-lo, ele grita ""Dalang!"" e sai em uma corrida desesperada. \nMas no momento em que avista seu cavalo, sua confiança retorna."
d630e111739c7cdc	"Pergunte sobre a ""Noite Insone do Mestre da Torre Nimbus"""
1f44fb52c13f871a	De todas as surpresas que já vi, nenhuma supera a do curandeiro que se torna o paciente.
adaace592b7af149	"Mas ele me deu um tapa e disse: ""Há uma fila quilométrica no submundo dos ancestrais querendo registrar queixas. Esta coisinha nem vai conseguir pegar uma senha!"" Hum!"
8f202b1df25f7a71	Quinze anos atrás, a nação estava em perigo. Invasores invadiram a cavalo, e os bravos guerreiros de Yan do Norte deram suas vidas para protegê-la.
2a6e52ad3551b5c7	Pressione {} quando o alvo estiver exausto
cd8e5c71eb38896b	Irmã, podemos levar uma dessas lanternas de peixe? É tão linda!
dd4ca812c4444b70	Arte Interna
4d6007c5b2158322	Artes Místicas
5251baf9f3d6b36e	A Morada Movimentada serve não apenas como residência para os discípulos da Sombra Aveludada, mas também como seu salão de ensaios. Aqui, sussurros sobre eventos como a Assembleia dos Heróis circulam. Assim, espiões da Pressão do Vento frequentemente permanecem aqui, ávidos por notícias. No entanto, por mais que bisbilhotem, nem um único boato jamais vazou para além de seus muros.
401d5f02205c4045	Prestes a sair da Consulta em Grupo
f6bc51f89a154f9c	Não posso ser ensinado!
133e0f93504f83b5	Use as Artes Místicas #YTai Chi#E para capturar o urso gigante
128875e2d9ee253b	Fratura óssea e lesão articular, tipicamente causadas por trauma, esmagamento ou quedas, resultando em inchaço, dor, perda parcial ou completa da função do membro, deformidade ou mobilidade anormal.
4ac178287818ab71	Na juventude, Jiang Yan serviu no exército, lutando batalhas ao sul e ao norte, o que o expôs às dificuldades do mundo.\nNo início da idade adulta, foi forçado a fugir para o jianghu, onde a falsidade e astúcia da sociedade humana o fizeram perceber agudamente a verdadeira face do mundo mortal.\nNa meia-idade, retirou-se para uma cabana de bambu, escreveu suas Artes Internas e encapsulou tudo o que aprendeu em meia vida.\nEle sabia que um dia iluminaria o caminho à frente para aquela criança.
8cb5bd1d0ab83490	Arte Interna
076291bdf80a0db8	Essas habilidades de teletransporte instantâneo podem virar batalhas quando combinadas com inteligência. Acesse via interface Artes Místicas após equipar.
a50d6e4180665698	Usado para oficinas de ferreiro.
292adafc0f4f2e90	Quando o inimigo estiver exausto, você pode executá-lo para causar dano massivo.\n\n*O botão desta função pode sobrepor outros botões de função.
91bb88080ca27301	E então você foi e adormeceu!
96d9e168c315051a	Você acha que o peixe cru vai ter um bom sabor?
384499c59f8690d2	Ao enfrentar inimigos com escudos, use a arte mística, #Y[Tai Chi]#E para quebrar seus escudos.
9c33bdd88a65e51a	Mo Yu'er está se divertindo muito brincando com você.
c05e585c358a0436	Isso deve ser o porão de Sun Buqi.
e664364df4c1ba7f	"Pergunte sobre a ""pessoa que deixou a escrita na lista de flores"""
4239fc6b184ce591	Águas turvas escondem sombras sinistras, artes secretas florescem como flores demoníacas; corações humanos conspiram traiçoeiramente enquanto o mundo marcial se aproxima.
ff03c371f9476880	Vermelho joga primeiro. Um empate é considerado derrota
babb435f23653df0	Arte do Leque - Não Equipado
510536d59818c3ed	Marionete dos Sonhos
31524168891e7ba8	Nenhuma arma supera nosso condicionamento corporal externo! Pele como ferro, músculos como aço!
5d037a17814cc68d	"Perguntar onde fica a ""Casa de Chá Anlan"""
edbcfbd4a9366d6f	Ser atingido pela Marionete de Sombras - Despedida não mais do que 10 vezes
ee2a83eca5ef39a8	Shen Yilun encontrou um pingente de jade de um antigo amigo nas ruínas da Mansão Zheng e o guarda desde então.
37783e615d739162	Acha que pode fugir? Hein?
fb7b82a370e6526f	Revolta do Submundo: Parte I
bfbed06fe769d8ad	Pode ser usado para Compreensão da Arte Interna.\n#HPassive Skill:#E A Habilidade Carregada [Carga Sem Lar] de [Espada Sem Nome] agora libera adicionalmente múltiplos qis de espada.
7c8030e80164a01a	Vá para o norte em direção ao Portão Xishui. O Estaleiro controla tudo nessa área.
13eb272802033d50	Aqui jazem cinco da família Yang: avós e netos. Eles desejavam alegria familiar sem fim. Embora tenham ganhado a vida eterna, o Lago não tinha sol nem lua. Criaturas venenosas os levaram no final. Todos os cinco pereceram juntos.
20bfe3c236e9da71	06 A Rancor de Doze Anos
03083b319aab0948	Aguardar Desenvolvimentos
ad3f7be68e1efb77	"Obtido ao baixar recursos principais no celular e completar a missão ""Regresso ao Lar"""
5f9244eae51572bb	O Licor do Primeiro Jarro Roubado
3a2d356653e70164	Registrado após encontrar o Licor do Primeiro-Jarro
2c47251737f18d9d	Você agora rastreou todas as histórias do passado de Qinghe.
c6ae1f84d03fe209	#YTalento em Artes Marciais - Aprimoramento de Dano de Ataque de Atributo#E
9b4bd9f032c791aa	Pobre Senhora Zhang. Ela ainda está sentada ali chorando...
095fa986c2381318	Guardas sob o controle da Caverna sem Limites, pequenos em estatura, habilidosos com lâminas gêmeas.\n\nEles vagueiam pela Caverna sem Limites em grupos, magros e horripilantes, rastejando mais do que andando, sempre chorando em tons suaves e estranhos.\n\nEssas almas piedosas foram outrora vítimas inocentes, raptadas pela Caverna sem Limites e vendidas para mercados humanos e o infame Salão da Folia dos Fantasmas. Porque não podiam ser domados, foram drogados e quebrados, deixados para obedecer apenas aos comandos da Caverna sem Limites.
728895c98a2c8246	Uma condição desenvolvida a partir de doenças viscerais. #RA Defesa é reduzida em 20%, a Velocidade de Movimento enquanto montado é reduzida em 27%#E.
a669d4b98645ff93	Rápido! A galera no cais está esperando!
5ba20d7898d38881	Você fala tão sofisticado, como um cara simples como eu vai entender?
abb88283d818288b	Um pergaminho de segredos com inúmeros essenciais. Todas as artes místicas do jianghu estão contidas nele.
bac3498805c53bfe	Vamos ver quem ousou entrar na Caverna Sem Limites!
6fe1a9aed3aaca10	Velho Li, o que aconteceu com suas pinturas? Por que você as tirou todas?
81bba6fa6718e687	Não posso ser ensinado!
e514121474e40e6f	Sete Sofrimentos: Desejo
8d3c1f5a5a043834	Jin Bingcheng afirma que tem uma música para você — ouça o que ele canta.
cf5bdc2dcca99fe0	Ouvi eles se chamarem de 'Irmão Long' e 'Irmão Hu'...
f69eb4d61d8534e2	O vinho no Salão da Festeja tem mais histórias? Rápido, ouça o que ele tem a dizer!
650f3fd89deb37c5	O pai foi trabalhar no Tribunal dos Artesãos Imperiais para ganhar uns pães. Ele volta ao anoitecer.
bcddee59b2c5cede	Ela praticamente dorme naquela plantação de melancias. Se ela não tiver uma boa colheita, quem vai ter—você?
eea18d0ecd373033	Habilidade de Artes Marciais
53464e7320d8ab85	O texto de requisitos de entrada do Salão Inkford precisa ser polido.
63cd564aa670f216	Essa é a #YNotícia Quente#E de hoje! Todo o caso de amor entre aquele jovem mestre e os cães — todo mundo está comentando!
67b83dd647606677	Fiz dinheiro suficiente aqui, então agora vou para o norte.
9425490e127165f4	A coisa mais preciosa... Papai sempre dizia que as donzelas são as mais bonitas. Então, isso significa que as coisas delas também são as mais valiosas?
95218ca16ab84d7d	Morador da Cidade do Coração Misericordioso, beneficiário da proteção dos Cinco Ratos, escondendo-se nas profundezas do Covil dos Ratos e roubando objetos de valor dos Seguidores da Flor de Buda para companheiros usando habilidades de furto especializadas.
98f56ed5707f1d31	"Toda esta informação está armazenada no ""Celeiro Sempre-Normal"". Por favor, vá e explore"
881af4b04ed27d1d	Wang Martelo de Ferro vende martelos de ferro, ou talvez, histórias. Ele tem contos para contar. Viajante, você tem alguma moeda?
d8a9497e2040a041	Lu'e, amacie mais um pouco sua cintura!
2ac76976d62e4852	Chai Bakun expressa gratidão e começa a ponderar cuidadosamente.
3edfff4e73e3215d	Desempenho de Vitória
831a6376dedfc196	Enquanto passeia pela rua movimentada, você flagra Shan'er, a infame coquete, abordando descaradamente o tímido estudante Nan Weiqing. Seus pedidos de ajuda chegam aos seus ouvidos...
74cb14ebe38d6f41	Arte Interna
1f5c71d4fce8aa52	Ao meio-dia, alguém espalhou papéis amarelos de joss e afirmou que dois irmãos morreram na lanchonete depois de comer lá.
f500bc18a5d1c8a2	Obtido através de Kaifeng - Contos e Ecos
deeccbbcb4ee6aba	Escutar o que Ma Shenglyu está falando
3add0dc97ebefac7	Ganho ao completar todos os objetivos de maestria nas dez Provas de Fundação do Mausoléu Taiping. Pode ser exibido em seu perfil.
6f8d7a28173cf8ac	Flecha Flamejante
828e858b0d6f5648	Entra no estado de controle de buff de Arte Mística
5576d55bf8906141	Complete o Capítulo Perdido de Kaifeng: Partida
ee797054268bda60	Qual o sentido de colocar uma estátua tão grande aqui?
d3bdbbcd05b7f08a	Você pode segurá-lo e terminar de falar antes de rir?
3b8437db709640c8	Precisa ativar o #YEncontro - O Que Nove Mortais#E
4a328f97851b1e3f	O Sopro do Dragão é a arte secreta da minha família, transmitida por um mestre marcial da dinastia anterior. Meu pai desejava me ensinar esta técnica, mas na minha juventude, eu desprezava tais apresentações de rua como truques inferiores e me recusei a aprender. Sonhava apenas em dominar a espada e o texto, realizando grandes feitos. Por anos, vagueei com minha família, nos apresentando para ganhar a vida.\n\nUm dia, quando a guerra eclodiu, me vi indefeso. Escondido nas sombras, chorei enquanto minha irmã se perdia. Logo quando as lâminas estavam prestes a cair, meu pai chegou e usou o Sopro do Dragão para repelir nossos inimigos e nos salvar a todos. Só então percebi que não há habilidades inferiores ou artes menores, pois a verdadeira força está em se preservar e proteger os outros.
e2ecfc5e25de897e	"Troca do evento ""Um Jardim para Todos"""
e714a7a492759b41	O balanço, originalmente um jogo das tribos do norte, espalhou-se pela China. Cordas pintadas penduradas em estruturas de madeira permitiam que homens e mulheres balançassem em roupas finas — chamado de Qiuqian. \nUm balanço é 'mil outonos' — orando por longevidade, a barcaça oferece balanços para alegria eterna, apelidado de Jogo do Balanço.
720d373db3ae1895	[Desbloqueio do Caminho Interno] Atualize um Caminho Interno da sua Trilha para o Nível 3
3015ca8297cb7769	Já está tarde. Se houver mais alguma coisa que você precise, por favor, volte amanhã.
533d0087b108a18a	Mestre, coloquei as moedas na caixa de doações. Poderia ler minha sorte agora?
8306e0715e8242a4	Para compreensão da Arte Interna.\n#HHabilidade Passiva:#E Lâminas duplas aplicam aflições aos inimigos em qualquer postura, com efeitos variados dependendo da condição de ativação.
